,Target Tweets
63,"har gap woo hes yee hum ona karal Mehmood aoo Shakeel hum tama qatey Showa 
"
64,"lala sanga Hal dey PTI key langey shoro dey 
"
65,"have the most genius advertisement ... http //t.co/cV7Npvd0Bf 
"
66,"how many will this http //t.co/uPlc7FuyAS http //t.co/OPUW33gw2A 
"
67,"true but harsh reality http //t.co/jf7ZrEm5w5 http //t.co/01nRDXgw1l 
"
68,"post new photo Facebook http //t.co/mIrvsXYfrc 
"
69,"post new photo Facebook http //t.co/KOz30dmcEF 
"
70,"post new photo Facebook http //t.co/NSqa8mfUVi 
"
71,"post new photo Facebook http //t.co/jTgFf5UN4u 
"
72,"Sudais make proud University Hertfordshire http //t.co/cqypY0hCzD 
"
73,"quick question the online platform can just take that alone far away just look for online platform 
"
74,"http //t.co/inpQNvuAeB 
"
75,"Ireland Chess Killer 'Ate Victim Body Parts http //t.co/DP1TNpINum 
"
76,"maana rora inshallah Peshawar chey dar sham mulakat dar Sara Kom 
"
77,"wonder how you tweet 24/7 you n't sleep Amazing 
"
78,"zaka kam Zey Peshawar key 
"
79,"Masahallah deer thoughtful sketch dey kid love draw and sketch 
"
80,"http //t.co/hS0HPDNFhI 
"
81,"lala partly cloudy-2 rain for rest weel between 07-12 
"
82,"lala key alta 
"
83,"post new photo Facebook http //t.co/YbyBTxrzlW 
"
84,"post new photo Facebook http //t.co/iZ3rVM9MIz 
"
85,"post new photo Facebook http //t.co/y0VAQqbq9N 
"
86,"post new photo Facebook http //t.co/6wRC4qygdp 
"
87,"post new photo Facebook http //t.co/Sri0moTTem 
"
88,"post new photo Facebook http //t.co/gYayX54eHq 
"
89,"post new photo Facebook http //t.co/g62XvmwTOK 
"
90,"post new photo Facebook http //t.co/ojMFPUJM1Z 
"
91,"post new photo Facebook http //t.co/APgp20Wbbo 
"
92,"post new photo Facebook http //t.co/SwNg4xJKBY 
"
93,"post new photo Facebook http //t.co/XVfhMutR1G 
"
94,"post new photo Facebook http //t.co/plY5uz5Tpn 
"
95,"post new photo Facebook http //t.co/v2cuUhpUJE 
"
96,"post new photo Facebook http //t.co/oWgbTQ7RxA 
"
97,"Kingsbury 
"
98,"http //t.co/m6EKQHDid2 
"
99,"sir app loog kabi koosh nahey hongey chey och wee och koney aoo gat yee gat koney 
"
100,"http //t.co/HQOH1yXi7l 
"
101,"http //t.co/RELwY82sLw 
"
102,"lala Mubarak sha Asli wee aoo naqli hees pata yee lagey 
"
103,"lala kafakega zama osho 
"
104,"very informative love the buz and information very helpful reps from around the world 
"
105,"aoo along with sis 
"
106,"baba oweem speak him earlier call him again shortly 
"
107,"Salam lag plz follow Kom 
"
108,"Mehdi Hasan OWNING Quentin Letts Question Time 03/10/2013 http //t.co/ZxnI9tTDfA 
"
109,"dey pakh karey wee roleyga hasey hum yakney aoo baran dey 
"
110,"plz 
"
111,"change your password spam tweet 
"
112,"Salam yara taso mey lag admission maloomat kolo friend daughter could n't get admission and they be look for alter 
"
113,"mara lala kudey yaqeen oka hum badal shey tool hasey gap dey paroon rata roor wee patwari rana intiqal 50000 gowarey 
"
114,"Comedian Cutouts Michael McIntyre Life Size Cutout Standee http //t.co/PP74CvnNqx 
"
115,"umbarak sha Matai due Mini result hum ragey Alhamdolilah 
"
